CONTAINER ID   NAME          CPU %     MEM USAGE / LIMIT    MEM %     NET I/O       BLOCK I/O   PIDS
038abb8955ec   boring_pike   0.00%     8.23MiB / 15.56GiB   0.05%     10.3kB / 0B   0B / 0B     5
